Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Luo, MY; Reuman, DC; Hallett, LM; Shoemaker, L; Zhao, L; Castorani, MCN; Dudney, JC; Gherardi, LA; Rypel, AL; Sheppard, LW; Walter, JA; Wang, SP",,,,"Luo, Mingyu; Reuman, Daniel C.; Hallett, Lauren M.; Shoemaker, Lauren; Zhao, Lei; Castorani, Max C. N.; Dudney, Joan C.; Gherardi, Laureano A.; Rypel, Andrew L.; Sheppard, Lawrence W.; Walter, Jonathan A.; Wang, Shaopeng",,,The effects of dispersal on spatial synchrony in metapopulations differ by timescale,OIKOS,,,,,,,,,,,,"Understanding the processes that stabilize species populations is a fundamental question in ecology and central to conservation biology. In metapopulations, dispersal can act as a 'double edged' sword for species stability by simultaneously decreasing local population variability (thereby decreasing local extinction risk) while increasing spatial synchrony (thereby increasing landscape-level extinction risk). These dynamics may operate at different timescales, complicating efforts to assess their relative importance for long-term stability. Here, we use a simple metapopulation model to understand how dispersal affects population variability and spatial synchrony across timescales. Our model shows that dispersal has contrasting effects at short versus long timescales on the variability and synchrony of populations. For populations that exhibit slow recovery when perturbed (i.e. under-compensatory growth), dispersal decreases local population variability while increasing spatial synchrony at long timescales. In contrast, at short timescales dispersal increases local population variability while decreasing spatial synchrony. For populations that recover via damped oscillation when perturbed (i.e. over-compensatory growth), the effects of dispersal are all opposite to those for populations with under-compensatory growth, at both short and long timescales. The timescale-dependent effect of dispersal has important implications for empirical studies. Specifically, studies conducted over short periods may only observe population variability increasing and spatial synchrony decreasing with dispersal, whereas the opposite patterns may predominate over longer periods. Our results provide novel insights on the dynamics underlying the role of dispersal and highlight the importance of time series length in empirical studies of metapopulations.",,,,,"Dudney, Joan/AAW-7695-2021; Sheppard, Lawrence/KFB-7678-2024; Castorani, Max/LDE-5681-2024; Wang, Shaopeng/J-7091-2012; HALLETT, LAUREN/R-1560-2017; Luo, Mingyu/IAN-3852-2023; Zhao, Lei/F-4258-2018","HALLETT, LAUREN/0000-0002-0718-0257; Sheppard, Lawrence/0000-0002-9032-2059; Castorani, Max/0000-0002-7372-9359; Luo, Mingyu/0000-0002-2975-5218; Shoemaker, Lauren/0000-0002-4465-8432; Zhao, Lei/0000-0003-1643-4981; Walter, Jonathan/0000-0003-2983-751X; Wang, Shaopeng/0000-0002-9430-8879",,,,,,,,,,,,,0030-1299,1600-0706,,,,OCT,2021,130,10,,,,,1762,1772,,10.1111/oik.08298,http://dx.doi.org/10.1111/oik.08298,,AUG 2021,,,,,,,,,,,WOS:000685980300001,View Full Record in Web of Science
J,"Haynes, KJ; Walter, JA; Liebhold, AM",,,,"Haynes, Kyle J.; Walter, Jonathan A.; Liebhold, Andrew M.",,,Population spatial synchrony enhanced by periodicity and low detuning with environmental forcing,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"Explaining why fluctuations in abundances of spatially disjunct populations often are correlated through time is a major goal of population ecologists. We address two hypotheses receiving little to no testing in wild populations: (i) that population cycling facilitates synchronization given weak coupling among populations, and (ii) that the ability of periodic external forces to synchronize oscillating populations is a function of the mismatch in timescales (detuning) between the force and the population. Here, we apply new analytical methods to field survey data on gypsy moth outbreaks. We report that at timescales associated with gypsy moth outbreaks, spatial synchrony increased with population periodicity via phase locking. The extent to which synchrony in temperature and precipitation influenced population synchrony was associated with the degree of mismatch in dominant timescales of oscillation. Our study provides new empirical methods and rare empirical evidence that population cycling and low detuning can promote population spatial synchrony.",,,,,"Liebhold, Andrew/C-1423-2008; Haynes, Kyle/C-1374-2012","Walter, Jonathan/0000-0003-2983-751X; Haynes, Kyle/0000-0002-3283-6633",,,,,,,,,,,,,0962-8452,1471-2954,,,,MAY 22,2019,286,1903,,,,,,,20182828,10.1098/rspb.2018.2828,http://dx.doi.org/10.1098/rspb.2018.2828,,,,,,,,31138079,,,,,WOS:000470114900002,View Full Record in Web of Science
J,"Sharma, S; Mujumdar, PP",,,,"Sharma, Shailza; Mujumdar, P. P.",,,"Spatial synchrony, temporal clustering and dominant driver of streamflow droughts in Peninsular India",ENVIRONMENTAL RESEARCH LETTERS,,,,,,,,,,,,"Understanding the spatio-temporal evolution of streamflow droughts and their relationship with potential causative processes is critical for effective drought management. This study assesses spatial synchrony and temporal clustering of streamflow droughts in six major river basins of Peninsular India. The importance of baseflow, rainfall deficits, soil moisture deficits and high temperatures in triggering streamflow droughts is also investigated to identify the dominant driver during the period 1981-2015. Spatial synchrony of streamflow droughts is investigated using multivariate Ripley's K function and temporal clustering is evaluated using univariate Ripley's K at various timescales. The interactions of streamflow droughts with potential causative processes are investigated using event coincidence analysis. At regional scale, streamflow droughts in peninsular catchments show strong spatial synchrony even at longer timescales. However, at basin scale, droughts in the catchments show strong spatial synchrony only at smaller timescales, behave independently of each other and achieve asynchrony with time, especially at longer timescales. Streamflow droughts show the strongest temporal clustering at smaller timescales and the strength of clustering decreases after a 3 year timescale. Rainfall deficits primarily control streamflow droughts in Peninsular India at a range of lags, except just before the onset of drought events where baseflow dominates. In addition, trigger coincidence rates of baseflow are lower than rainfall deficits but higher than soil moisture deficits and high temperatures at longer time lags.",,,,,,"sharma, Shailza/0000-0002-9966-8347",,,,,,,,,,,,,1748-9326,,,,,JUL 1,2024,19,7,,,,,,,74056,10.1088/1748-9326/ad53e7,http://dx.doi.org/10.1088/1748-9326/ad53e7,,,,,,,,,,,,,WOS:001257356600001,View Full Record in Web of Science
J,"Liu, ZG; Gao, M; Li, ZZ; Liu, H",,,,"Liu, Zhiguang; Gao, Meng; Li, Zizhen; Liu, Hua",,,"Dispersal, colored environmental noise, and spatial synchrony in population dynamics: analyzing a discrete host-parasitoid population model",ECOLOGICAL RESEARCH,,,,,,,,,,,,"Spatial synchrony is common, and its influences and causes have attracted the interest of ecologists. Spatially correlated environmental noise, dispersal, and trophic interactions have been considered as the causes of spatial synchrony. In this study, we developed a spatially structured population model, which is described by coupled-map lattices. Our recent investigation showed that trophic correlation of environmental noise was another important factor that affects spatial synchrony. As a supplement, we considered the influence of the color of the environmental noise on the spatial synchrony in this study. The noise color refers to the temporal correlation in the time series data of the noise, and is expressed as the degree of (first-order) autocorrelation for autoregressive noise. Patterns of spatial synchrony were considered for stable, periodic (quasi-periodic), and chaotic population dynamics. Numerical simulations verified that the color of the environmental noise is another mechanism that causes spatial synchrony. Generally, the effect of the color of the noise on the synchrony is dependent on the type of dynamics (stable, cyclic, chaotic) present in the population. For cyclic dynamics, simulation results clearly demonstrate that reddened noise has higher synchrony than white noise. The importance of our research is that it enriches the theory of potential causes of spatial synchrony.",,,,,"Gao, Meng/ITU-2991-2023","Liu, Zhiguang/0000-0002-1625-8298",,,,,,,,,,,,,0912-3814,1440-1703,,,,MAR,2009,24,2,,,,,383,392,,10.1007/s11284-008-0513-1,http://dx.doi.org/10.1007/s11284-008-0513-1,,,,,,,,,,,,,WOS:000263504100015,View Full Record in Web of Science
J,"Williams, DW; Liebhold, AM",,,,"Williams, DW; Liebhold, AM",,,Spatial synchrony of spruce budworm outbreaks in eastern North America,ECOLOGY,,,,,,,,,,,,"We investigated the spatial synchrony of outbreaks of the spruce budworm, Choristoneura fumiferana, over much of its outbreak range in eastern North America during the period 1945-1988. Spatial synchrony decreased with distance between local populations and approached zero near 2000 km. Investigation of the synchrony of local population time series with cluster analysis revealed a pattern of geographically distinct blocks of clusters oriented along an east-west axis. Spatial synchrony also was identified in monthly temperature and precipitation time series at 18 weather stations over the same time period and geographical range as the spruce budworm outbreaks. Cross correlations decreased linearly with distance between stations and approached zero near 3000 km and 1800 km, respectively. We developed a spatially explicit lattice model for a single species occupying multiple patches. Within patches, the model had first order logistic dynamics, and patches were linked by dispersal that depended upon their separation distances. Both local and regional stochasticity (i.e., a Moran effect) were present. The modeled lattice had the same spatial configuration as the outbreak region to facilitate investigating the relative effects of a Moran effect and dispersal on spatial synchrony. Simulations with and without a simple region-wide Moran effect and three levels of dispersal did not produce the decrease in spatial synchrony with distance observed with spruce budworm time series. However, when run at the highest dispersal rate, those simulations produced cluster maps similar to that observed for spruce budworm defoliation. Simulations with a spatially autocorrelated disturbance that had either zero or high local variability and three levels of dispersal produced decreases in spatial synchrony with distance similar to that observed in the historical data. When run at the highest dispersal rate, simulations yielded cluster maps similar to the cluster map for defoliation. We discuss the potential significance of the spatially autocorrelated disturbance factor in understanding regional insect outbreaks. We also consider the plausibility of dispersal rates used in our simulations. We suggest in conclusion that spruce budworm outbreaks were synchronized by a combination of a spatially autocorrelated Moran effect and a high dispersal rate.",,,,,"Liebhold, Andrew/C-1423-2008",,,,,,,,,,,,,,0012-9658,1939-9170,,,,OCT,2000,81,10,,,,,2753,2766,,10.2307/177339,http://dx.doi.org/10.2307/177339,,,,,,,,,,,,,WOS:000089970400009,View Full Record in Web of Science
J,"Kendall, BE; Bjornstad, ON; Bascompte, J; Keitt, TH; Fagan, WF",,,,"Kendall, BE; Bjornstad, ON; Bascompte, J; Keitt, TH; Fagan, WF",,,"Dispersal, environmental correlation, and spatial synchrony in population dynamics",AMERICAN NATURALIST,,,,,,,,,,,,"Many species exhibit widespread spatial synchrony in population fluctuations. This pattern is of great ecological interest and can be a source of concern when the species is rare or endangered. Both dispersal and spatial correlations in the environment have been implicated as possible causes of this pattern, but these two factors have rarely been studied in combination. We develop a spatially structured population model, simple enough to obtain analytic solutions for the population correlation, that incorporates both dispersal and environmental correlation. We ask whether these two synchronizing factors contribute additively to the total spatial population covariance. We find that there is always an interaction between these two factors and that this interaction is small only when one or both of the environmental correlation and the dispersal rate are small. The interaction is opposite in sign to the environmental correlation; so, in the normal case of positive environmental correlation across sires, the population synchrony will be lower than predicted by simply adding the effects of dispersal and environmental correlation. We also find that population synchrony declines as the strength of population regulation increases. These results indicate that dispersal and environmental correlation need to be considered in combination as explanations for observed patterns of population synchrony.",,,,,"Bjornstad, Ottar/I-4518-2012; Keitt, Timothy/AAF-9787-2021; Bascompte, Jordi/B-7596-2008; Kendall, Bruce/C-1871-2008","Bascompte, Jordi/0000-0002-0108-6411; Kendall, Bruce/0000-0003-1782-8106",,,,,,,,,,,,,0003-0147,1537-5323,,,,MAY,2000,155,5,,,,,628,636,,10.1086/303350,http://dx.doi.org/10.1086/303350,,,,,,,,10777435,,,,,WOS:000086995000004,View Full Record in Web of Science
J,"Stowe, ES; Wenger, SJ; Freeman, MC; Freeman, BJ",,,,"Stowe, Edward S.; Wenger, Seth J.; Freeman, Mary C.; Freeman, Byron J.",,,Incorporating spatial synchrony in the status assessment of a threatened species with multivariate analysis,BIOLOGICAL CONSERVATION,,,,,,,,,,,,"Spatial synchrony-correlated abundance fluctuations among distinct populations-is associated with increased extinction risk but is not a component of widely-used extinction risk assessments (e.g., IUCN Red List, U.S. Fish and Wildlife Service's Species Status Assessment). Alongside traditional viability metrics (i.e., the number of populations, their spatial extent, the status of each population), consideration of spatial synchrony in these assessments may provide additional insight into extinction risk as well as the relative importance of intrinsic and extrinsic factors on population dynamics. We demonstrate a method for estimating abundance trends in populations of the endangered freshwater fish, the amber darter (Percina antesella), while simultaneously assessing empirical support for existence of spatial synchrony among its two populations in the Conasauga and Etowah rivers in Georgia, U.S.A. Our analysis was performed using multivariate autoregressive state-space (MARSS) models with annual sampling data from 1996 to 2018 at 16 sites distributed between the two rivers. Our results indicate that amber darter populations have declined substantially, with 9% annual losses in both the Conasauga and Etowah rivers, suggesting rangewide imperilment. Furthermore, model selection indicated little support for models with fully independent dynamics between rivers, which may compound overall extinction risk. This analysis demonstrates the utility of tools such as MARSS models for assessing spatial synchrony and long-term population trajectories of imperiled species, resulting in improved vulnerability assessments that do not assume independence among separate populations.",,,,,"Wenger, Seth/G-6594-2011","Wenger, Seth/0000-0001-7858-960X",,,,,,,,,,,,,0006-3207,1873-2917,,,,AUG,2020,248,,,,,,,,108612,10.1016/j.biocon.2020.108612,http://dx.doi.org/10.1016/j.biocon.2020.108612,,,,,,,,,,,,,WOS:000556843900007,View Full Record in Web of Science
J,"Nguyen-Huu, T; Lett, C; Auger, P; Poggiale, JC",,,,"Nguyen-Huu, Tri; Lett, Christophe; Auger, Pierre; Poggiale, Jean-Christophe",,,Spatial synchrony in host-parasitoid models using aggregation of variables,MATHEMATICAL BIOSCIENCES,,,,,,,,,,,,We consider a host-parasitoid system with individuals moving on a square grid of patches. We study the effects of increasing movement frequency of hosts and parasitoids on the spatial dynamics of the system. We show that there exists a threshold value of movement frequency above which spatial synchrony occurs and the dynamics of the system can be described by an aggregated model governing the total population densities on the grid. Numerical simulations show that this threshold value is usually small. This allows using the aggregated model to make valid predictions about global host-parasitoid spatial dynamics. (c) 2006 Elsevier Inc. All rights reserved.,,,,,"Nguyen-Huu, Tri/B-9014-2008; Lett, Christophe/A-2144-2010; Poggiale, Jean-Christophe/I-4582-2019","Auger, Pierre/0000-0003-2066-8174; Lett, Christophe/0000-0001-5809-2452; POGGIALE, Jean-Christophe/0000-0002-3888-0096",,,,,,,,,,,,,0025-5564,1879-3134,,,,OCT,2006,203,2,,,,,204,221,,10.1016/j.mbs.2006.03.019,http://dx.doi.org/10.1016/j.mbs.2006.03.019,,,,,,,,16723140,,,,,WOS:000241834500003,View Full Record in Web of Science
J,"Jiang, NQ; Zhou, GF; Overholt, WA; Muchugu, E; Schulthess, F",,,,"Jiang, Nanqing; Zhou, Guofa; Overholt, William A.; Muchugu, Eric; Schulthess, Fritz",,,The temporal correlation and spatial synchrony in the stemborer and parasitoid system of Coast Kenya with climate effects,ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE,,,,,,,,,,,,"The spatial synchrony and the temporal auto-correlationship of the exotic stemborer Chilo partellus (Swinhoe) (Lepidoptera: Crambidae) and the indigenous Sesamia calamistis Hampson (Lepidoptera: Noctuidae) and Chilo orichalcociliellus (Strand) (Lepidoptera: Crambidae), and cross-correlationship with their indigenous and introduced larval parasitoids Cotesia sesamiae (Cameron) and Cotesia flavipes Cameron (Hymenoptera: Braconidae) was studied using 3-year data collected in coastal Kenya. An autoregressive model was used to study the effect of climatic stochasticity or population density-dependent factors on stemborer populations. It appeared that rainfall did have a direct impact on stemborers in the south coast and an indirect one in the north coast. Spatial non-parametric correlation functions (SNCF) and cross-correlation functions (SNCCF) were applied for spatial synchrony analysis. The regional synchrony of Ch. partellus and S. calamistis decreased and that of Ch. orichalcociliellus increased after the introduction of Co. flavipes. The positive cross-correlation coefficient between stemborers and parasitoids suggests a synchrony between the pest and its natural enemy.",,,,,,,,,,,,,,,,,,,0037-9271,2168-6351,,,,JUL-DEC,2006,42,3-4,,,,,381,387,,10.1080/00379271.2006.10697470,http://dx.doi.org/10.1080/00379271.2006.10697470,,,,,,,,,,,,,WOS:000243020000013,View Full Record in Web of Science
J,"Walter, JA; Emery, KA; Dugan, JE; Hubbard, DM; Bell, TW; Sheppard, LW; Karatayev, VA; Cavanaugh, KC; Reuman, DC; Castorani, MCN",,,,"Walter, Jonathan A.; Emery, Kyle A.; Dugan, Jenifer E.; Hubbard, David M.; Bell, Tom W.; Sheppard, Lawrence W.; Karatayev, Vadim A.; Cavanaugh, Kyle C.; Reuman, Daniel C.; Castorani, Max C. N.",,,Spatial synchrony cascades across ecosystem boundaries and up food webs via resource subsidies,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Cross-ecosystem subsidies are critical to ecosystem structure and function, especially in recipient ecosystems where they are the primary source of organic matter to the food web. Subsidies are indicative of processes connecting ecosystems and can couple ecological dynamics across system boundaries. However, the degree to which such flows can induce cross-ecosystem cascades of spatial synchrony, the tendency for system fluctuations to be correlated across locations, is not well understood. Synchrony has destabilizing effects on ecosystems, adding to the importance of understanding spatiotemporal patterns of synchrony transmission. In order to understand whether and how spatial synchrony cascades across the marine-terrestrial boundary via resource subsidies, we studied the relationship between giant kelp forests on rocky nearshore reefs and sandy beach ecosystems that receive resource subsidies in the form of kelp wrack (detritus). We found that synchrony cascades from rocky reefs to sandy beaches, with spatiotemporal patterns mediated by fluctuations in live kelp biomass, wave action, and beach width. Moreover, wrack deposition synchronized local abundances of shorebirds that move among beaches seeking to forage on wrack-associated invertebrates, demonstrating that synchrony due to subsidies propagates across trophic levels in the recipient ecosystem. Synchronizing resource subsidies likely play an underappreciated role in the spatiotemporal structure, functioning, and stability of ecosystems. Significance Many ecosystems depend on resource inputs, called subsidies, from other ecosystems, influencing their structure and function. Using a model system, we demonstrate how resource subsidies can synchronize the dynamics of recipient ecosystems across space: Synchronous offshore kelp supply, mediated by wave action and beach width, yielded synchronous deposition of kelp wrack (detritus) on open coast sandy beaches, which then cascaded through the trophic levels of the terrestrial recipient system, synchronizing local abundances of shorebirds that move among beaches to forage on invertebrate wrack consumers. Cross-ecosystem synchronization via subsidies likely plays a major but previously unrecognized role in the spatiotemporal dynamics and stability of recipient ecosystems.",,,,,"Sheppard, Lawrence/KFB-7678-2024; Fuentes, José/JZT-9323-2024; Bell, Tom/AAD-2551-2020; Castorani, Max/LDE-5681-2024","Walter, Jonathan/0000-0003-2983-751X; Bell, Tom/0000-0002-0173-2866; Karatayev, Vadim/0000-0001-7112-8069; Emery, Kyle/0000-0003-0536-317X",,,,,,,,,,,,,0027-8424,1091-6490,,,,JAN 9,2024,121,2,,,,,,,e2310052120,10.1073/pnas.2310052120,http://dx.doi.org/10.1073/pnas.2310052120,,,,,,,,38165932,,,,,WOS:001167920100001,View Full Record in Web of Science
